MATCH_LEVEL,MATCH_TYPE,CRB_NO,CRB_CLIENT_NAME,CRB_TOTAL_AMOUNT,CRB_SI_NO,CRB_DATE,SAASANT_REFERENCE_NO,SAASANT_CUSTOMER,SAASANT_TOTAL,SAASANT_QB_INVOICE_ID,SAASANT_QbId,SAASANT_Ref No (Payment No),SAASANT_Payment Date,SAASANT_Customer,SAASANT_Payment method,SAASANT_Deposit To Account Name,SAASANT_Invoice No,SAASANT_Journal No,SAASANT_QB Journal Id,SAASANT_QB Invoice Id,SAASANT_QB Credit Memo Id,SAASANT_Credit Memo No,SAASANT_Amount,SAASANT_Total,SAASANT_Reference No,SAASANT_Memo,SAASANT_Currency Code,SAASANT_Exchange Rate
1,Reference No,3594,MR. ANG WATER REFILLING STATION,550.0,373076.0,2024-05-22,3594,MR. ANG WATER REFILLING STATION,550.0,318834,417952,,2024-05-22,MR. ANG WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,373076,,,318834.0,,,550.0,550.0,3594,,PHP,
1,Reference No,3592,KNOX PORT,2250.0,372565.0,2024-05-22,3592,KFC FOOD CORP.- A. TANGCO,2250.0,301808,417951,,2024-05-22,KFC FOOD CORP.- A. TANGCO,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372565,,,301808.0,,,2250.0,2250.0,3592,,PHP,
1,Reference No,3605,WILSON S. LINDO,550.0,372804.0,2024-05-14,3605,ANTIPOLO WILSON S LINDO,450.0,,417958,,2024-05-14,ANTIPOLO WILSON S LINDO,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,450.0,450.0,3605,,PHP,
1,Reference No,3753,BORACAY FLOW,700.0,372274.0,2024-05-15,3753,BORACAY FLOW,700.0,317822,418046,,2024-05-15,BORACAY FLOW,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372274,,,317822.0,,,700.0,700.0,3753,,PHP,
1,Reference No,3769,LIVING WATER,300.0,372774.0,2024-05-17,3769,LIVING WATER CRISPULO,300.0,301931,418061,,2024-05-17,LIVING WATER CRISPULO,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372774,,,301931.0,,,300.0,300.0,3769,,PHP,
1,Reference No,3768,AQUALIFE WPS,500.0,372776.0,2024-05-17,3768,AQUALIFE WATER,500.0,301936,418060,,2024-05-17,AQUALIFE WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372776,,,301936.0,,,500.0,500.0,3768,,PHP,
1,Reference No,3767,AQUA MEGA,700.0,372266.0,2024-05-17,3767,AQUA MEGA,700.0,317820,418059,,2024-05-17,AQUA MEGA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372266,,,317820.0,,,700.0,700.0,3767,,PHP,
1,Reference No,3766,ARCANGEL WRS,500.0,372277.0,2024-05-17,3766,ARCANGEL MINERAL,500.0,301569,418058,,2024-05-17,ARCANGEL MINERAL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372277,,,301569.0,,,500.0,500.0,3766,,PHP,
1,Reference No,3784,MCDONALD'S,350.0,372948.0,2024-05-21,3784,MCDONALD'S,350.0,316259,418072,,2024-05-21,MCDONALD'S,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372948,,,316259.0,,,350.0,350.0,3784,,PHP,
1,Reference No,3783,THE CARAMEL PEARL INC,750.0,372950.0,2024-05-21,3783,THE CARAMEL PEARL INC,750.0,316262,418071,,2024-05-21,THE CARAMEL PEARL INC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372950,,,316262.0,,,500.0,750.0,3783,,PHP,
1,Reference No,3778,AMAIA STEPS,1200.0,372779.0,2024-05-17,3778,AMAIA STEPS MAYNILAD CLUB HOUSE,1200.0,301939,418070,,2024-05-17,AMAIA STEPS MAYNILAD CLUB HOUSE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372779,,,301939.0,,,1200.0,1200.0,3778,,PHP,
1,Reference No,3943,AGUA VISTA,500.0,373215.0,2024-05-21,3943,AGUA VISTA,500.0,320689,418097,,2024-05-21,AGUA VISTA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373215,,,320689.0,,,500.0,500.0,3943,,PHP,
1,Reference No,4000,RICHARD JUANSNG MANILA F,500.0,371663.0,2024-05-29,4000,RICHARD JUANSING,500.0,301234,418105,,2024-05-29,RICHARD JUANSING,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371663,,,301234.0,,,500.0,500.0,4000,,PHP,
1,Reference No,3996,ARCHANGEL RAPHAEL DIALYSIS CENTER,9500.0,372944.0,2024-05-28,3996,ARCHANGEL RAPHAEL DIALYSIS CENTER,9500.0,316245,418104,,2024-05-28,ARCHANGEL RAPHAEL DIALYSIS CENTER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372944,,,316245.0,,,500.0,9500.0,3996,,PHP,
1,Reference No,3985,WCC CRYSTAL CLEAR,500.0,372580.0,2024-05-24,3985,WCC CRYSTAL CLEAR,500.0,318704,418103,,2024-05-24,WCC CRYSTAL CLEAR,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372580,,,318704.0,,,500.0,500.0,3985,,PHP,
1,Reference No,3950,SOAN RHYS WRS,500.0,373226.0,2024-05-21,3950,SOAN RHYS WRS,500.0,320720,418102,,2024-05-21,SOAN RHYS WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373226,,,320720.0,,,500.0,500.0,3950,,PHP,
1,Reference No,4052,THE BAKESHOP BY FREDERICKS COFFEE MASTER'S INC.,750.0,372571.0,2024-05-17,4052,THE BAKESHOP,750.0,301825,418108,,2024-05-17,THE BAKESHOP,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372571,,,301825.0,,,750.0,750.0,4052,,PHP,
1,Reference No,4053,AMBER GOLDEN RESTAURANT,350.0,372559.0,2024-05-17,4053,AMBER,350.0,301803,418109,,2024-05-17,AMBER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372559,,,301803.0,,,350.0,350.0,4053,,PHP,
1,Reference No,4062,TAPA KING INC,350.0,372564.0,2024-05-17,4062,TAPA KING-MAYSILO,350.0,301807,418117,,2024-05-17,TAPA KING-MAYSILO,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372564,,,301807.0,,,350.0,350.0,4062,,PHP,
1,Reference No,4303,DENISE PARES HAUZ,700.0,372951.0,2024-05-20,4303,DENISE PARES HAUZ MANILA,700.0,302603,418124,,2024-05-20,DENISE PARES HAUZ MANILA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372951,,,302603.0,,,700.0,700.0,4303,,PHP,
1,Reference No,4302,CLASSIC SAVORY,700.0,372952.0,2024-05-20,4302,CLASSIC SAVORY MANILA F,700.0,302604,418123,,2024-05-20,CLASSIC SAVORY MANILA F,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372952,,,302604.0,,,700.0,700.0,4302,,PHP,
1,Reference No,4304,CINNABON,700.0,372953.0,2024-05-20,4304,CINNABON MANILA,700.0,302605,418125,,2024-05-20,CINNABON MANILA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372953,,,302605.0,,,700.0,700.0,4304,,PHP,
1,Reference No,4307,L'EAU SUITE,500.0,373216.0,2024-05-28,4307,L'EAU SUITE,500.0,320690,418126,,2024-05-28,L'EAU SUITE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373216,,,320690.0,,,500.0,500.0,4307,,PHP,
1,Reference No,4308,DMC PWS,500.0,373229.0,2024-05-28,4308,DMC PWS,500.0,320736,418127,,2024-05-28,DMC PWS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373229,,,320736.0,,,500.0,500.0,4308,,PHP,
1,Reference No,4404,WATAMI,700.0,372634.0,2024-05-21,4404,SHANGRILA WATAMI MANILA WATER PURIFIER,700.0,302510,418133,,2024-05-21,SHANGRILA WATAMI MANILA WATER PURIFIER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372634,,,302510.0,,,700.0,700.0,4404,,PHP,
1,Reference No,4403,BULGOGI BROTHERS,700.0,372647.0,2024-05-21,4403,SHANGRILA BULGAGI BROTHERS MANILA WATER PURIFIER,700.0,302517,418132,,2024-05-21,SHANGRILA BULGAGI BROTHERS MANILA WATER PURIFIER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372647,,,302517.0,,,700.0,700.0,4403,,PHP,
1,Reference No,4402,TGI FRIDAYS,700.0,372648.0,2024-05-21,4402,SHANGRILA TGI FRIDAY'S,700.0,302518,418131,,2024-05-21,SHANGRILA TGI FRIDAY'S,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372648,,,302518.0,,,700.0,700.0,4402,,PHP,
1,Reference No,4401,ITALIANNI'S,700.0,372635.0,2024-05-21,4401,SHANGRILA ITALIANNI'S MANILA,700.0,302511,418130,,2024-05-21,SHANGRILA ITALIANNI'S MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372635,,,302511.0,,,700.0,700.0,4401,,PHP,
1,Reference No,4406,KETTLE,700.0,372633.0,2024-05-21,4406,SHANGRILA KETTLE MANILA,700.0,302509,418135,,2024-05-21,SHANGRILA KETTLE MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372633,,,302509.0,,,700.0,700.0,4406,,PHP,
1,Reference No,4405,BUFFET AVENUE MATGALNE INC,700.0,372636.0,2024-05-21,4405,SHANGRILA BUFFET AVENUE MATGALNE INC MANILA,700.0,302513,418134,,2024-05-21,SHANGRILA BUFFET AVENUE MATGALNE INC MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372636,,,302513.0,,,700.0,700.0,4405,,PHP,
1,Reference No,4413,GSAM PHILIPPINES INC.,350.0,372608.0,2024-05-21,4413,SHANGRILA MARELLI'S GELATO MANILA,350.0,302494,418140,,2024-05-21,SHANGRILA MARELLI'S GELATO MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372608,,,302494.0,,,350.0,350.0,4413,,PHP,
1,Reference No,4410,CALIFORNIA PIZZA KITCHEN,700.0,372627.0,2024-05-21,4410,SHANGRILA CALIFORNIA PIZZA KITCHEN MANILA,700.0,302507,418139,,2024-05-21,SHANGRILA CALIFORNIA PIZZA KITCHEN MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372627,,,302507.0,,,700.0,700.0,4410,,PHP,
1,Reference No,4409,BBB @ THE MALL INC,700.0,372626.0,2024-05-21,4409,SHANGRILA BBB @THE MALL INC MANILA,700.0,302506,418138,,2024-05-21,SHANGRILA BBB @THE MALL INC MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372626,,,302506.0,,,700.0,700.0,4409,,PHP,
1,Reference No,4408,ARYA,350.0,372607.0,2024-05-21,4408,SHANGRILA ARYA MANILA,350.0,302493,418137,,2024-05-21,SHANGRILA ARYA MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372607,,,302493.0,,,350.0,350.0,4408,,PHP,
1,Reference No,4407,CORAZON,700.0,372631.0,2024-05-21,4407,SHANGRILA CORAZON  MANILA,700.0,302508,418136,,2024-05-21,SHANGRILA CORAZON  MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372631,,,302508.0,,,700.0,700.0,4407,,PHP,
1,Reference No,4416,FANTASTE FOOD GROUP INC,2250.0,372574.0,2024-05-21,4416,SMLM FANTASTE FOOD GROUP CORP.,2250.0,301828,418142,,2024-05-21,SMLM FANTASTE FOOD GROUP CORP.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372574,,,301828.0,,,2250.0,2250.0,4416,,PHP,
1,Reference No,4414,GSAM PHILIPPINES INC.,350.0,372609.0,2024-05-21,4414,SHANGRILA GYU-KAKU MANILA,350.0,302495,418141,,2024-05-21,SHANGRILA GYU-KAKU MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372609,,,302495.0,,,350.0,350.0,4414,,PHP,
1,Reference No,4602,DELI BY CHELE,350.0,372703.0,2024-05-22,4602,MANDA THE PODIUM DELI BY CHELE MANILA,350.0,,418160,,2024-05-22,MANDA THE PODIUM DELI BY CHELE MANILA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,350.0,350.0,4602,,PHP,
1,Reference No,4601,YUMANTREE INCORPORATED,350.0,372682.0,2024-05-22,4601,THE PODIUM YUMANTREE INCORPORATED MANILA,350.0,302541,418159,,2024-05-22,THE PODIUM YUMANTREE INCORPORATED MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372682,,,302541.0,,,350.0,350.0,4601,,PHP,
1,Reference No,4606,FOR THE LOVE OF FOOD INC,350.0,372701.0,2024-05-22,4606,THE PODIUM FOR THE LOVE OF FOOD INC MANILA,350.0,302560,418164,,2024-05-22,THE PODIUM FOR THE LOVE OF FOOD INC MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372701,,,302560.0,,,350.0,350.0,4606,,PHP,
1,Reference No,4605,WILDFLOUR BAKERY & CAFÉ CORP,1050.0,372672.0,2024-05-22,4605,THE PODIUM WILDFLOUR BAKERY & CAFÉ CORP MANILA,1050.0,302528,418163,,2024-05-22,THE PODIUM WILDFLOUR BAKERY & CAFÉ CORP MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372672,,,302528.0,,,1050.0,1050.0,4605,,PHP,
1,Reference No,4604,CAFÉ KITSUNE,700.0,372704.0,2024-05-22,4604,THE PODIUM CAFÉ KITSUNE MANILA,700.0,302564,418162,,2024-05-22,THE PODIUM CAFÉ KITSUNE MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372704,,,302564.0,,,700.0,700.0,4604,,PHP,
1,Reference No,4603,GREYHOUND CAFÉ,700.0,372702.0,2024-05-22,4603,THE PODIUM GREYHOUND CAFE MANILA,700.0,302561,418161,,2024-05-22,THE PODIUM GREYHOUND CAFE MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372702,,,302561.0,,,700.0,700.0,4603,,PHP,
1,Reference No,4608,NIKKEI,750.0,372664.0,2024-05-22,4608,THE PODIUM NIKKEI MANILA,750.0,302520,418165,,2024-05-22,THE PODIUM NIKKEI MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372664,,,302520.0,,,750.0,750.0,4608,,PHP,
1,Reference No,4614,LITTLE KAYA,350.0,372698.0,2024-05-22,4614,THE PODIUM LITTLE KAYA MANILA,350.0,302558,418170,,2024-05-22,THE PODIUM LITTLE KAYA MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372698,,,302558.0,,,350.0,350.0,4614,,PHP,
1,Reference No,4612,CATCH OF THE DAY,350.0,372694.0,2024-05-22,4612,THE PODIUM CATCH OF THE DAY MANILA,350.0,302554,418169,,2024-05-22,THE PODIUM CATCH OF THE DAY MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372694,,,302554.0,,,350.0,350.0,4612,,PHP,
1,Reference No,4611,METRO KITCHEN INNOVATION INC,350.0,372707.0,2024-05-22,4611,THE PODIUM MOSHI KOSHI MANILA,350.0,302567,418168,,2024-05-22,THE PODIUM MOSHI KOSHI MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372707,,,302567.0,,,350.0,350.0,4611,,PHP,
1,Reference No,4610,STOCKWELL,350.0,372693.0,2024-05-22,4610,THE PODIUM STOCKWELL MANILA,350.0,302552,418167,,2024-05-22,THE PODIUM STOCKWELL MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372693,,,302552.0,,,350.0,350.0,4610,,PHP,
1,Reference No,4609,TERRY SELECTION INC,700.0,372674.0,2024-05-22,4609,THE PODIUM TERRY SELECTION INC MANILA,700.0,302532,418166,,2024-05-22,THE PODIUM TERRY SELECTION INC MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372674,,,302532.0,,,700.0,700.0,4609,,PHP,
1,Reference No,4619,EAT DRINK AND INNOVATE INC,700.0,372671.0,2024-05-22,4619,THE PODIUM NONO'S,700.0,302527,418174,,2024-05-22,THE PODIUM NONO'S,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372671,,,302527.0,,,700.0,700.0,4619,,PHP,
1,Reference No,4618,PARADISE DYNASTY,350.0,372670.0,2024-05-22,4618,THE PODIUM PARADISE DYNASTY MANILA,350.0,302526,418173,,2024-05-22,THE PODIUM PARADISE DYNASTY MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372670,,,302526.0,,,350.0,350.0,4618,,PHP,
1,Reference No,4616,HAPPY EVERYDAY FOODIE INC,350.0,372695.0,2024-05-22,4616,THE PODIUM CHAR DINING PHILS INC MANILA,350.0,302555,418172,,2024-05-22,THE PODIUM CHAR DINING PHILS INC MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372695,,,302555.0,,,350.0,350.0,4616,,PHP,
1,Reference No,4615,YUMMYVERSE CORP,350.0,372708.0,2024-05-22,4615,THE PODIUM YUMMY VERSE CORP MANILA,350.0,302568,418171,,2024-05-22,THE PODIUM YUMMY VERSE CORP MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372708,,,302568.0,,,350.0,350.0,4615,,PHP,
1,Reference No,4620,THERIAC DBA GREEN PASTURES CORP,700.0,372675.0,2024-05-22,4620,THE PODIUM SOUV BY CYMA MANILA,700.0,302533,418175,,2024-05-22,THE PODIUM SOUV BY CYMA MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372675,,,302533.0,,,700.0,700.0,4620,,PHP,
1,Reference No,4621,SWEET BASIL FOOD & TRADING INC,700.0,372681.0,2024-05-22,4621,THE PODIUM BASIL MANILA,700.0,302540,418176,,2024-05-22,THE PODIUM BASIL MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372681,,,302540.0,,,700.0,700.0,4621,,PHP,
1,Reference No,4625,KOOMI,700.0,372690.0,2024-05-22,4625,THE PODIUM KOOMI,700.0,302550,418180,,2024-05-22,THE PODIUM KOOMI,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372690,,,302550.0,,,700.0,700.0,4625,,PHP,
1,Reference No,4624,NEW BOMBAY,350.0,372678.0,2024-05-22,4624,THE PODIUM NEW BOMBAY MANILA,350.0,302537,418179,,2024-05-22,THE PODIUM NEW BOMBAY MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372678,,,302537.0,,,350.0,350.0,4624,,PHP,
1,Reference No,4623,THE BIG CHILL INC,350.0,372686.0,2024-05-22,4623,THE PODIUM THE BIG CHILL INC ICE,350.0,302546,418178,,2024-05-22,THE PODIUM THE BIG CHILL INC ICE,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372686,,,302546.0,,,350.0,350.0,4623,,PHP,
1,Reference No,4622,LA VITA FOOD VENTURES INC,700.0,372705.0,2024-05-22,4622,THE PODIUM BOM GOSTO! MANILA,700.0,302565,418177,,2024-05-22,THE PODIUM BOM GOSTO! MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372705,,,302565.0,,,700.0,700.0,4622,,PHP,
1,Reference No,4629,BIRD BOSS,350.0,372684.0,2024-05-22,4629,THE PODIUM BIRD BOSS MANILA,350.0,302544,418183,,2024-05-22,THE PODIUM BIRD BOSS MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372684,,,302544.0,,,350.0,350.0,4629,,PHP,
1,Reference No,4628,SEBASTIAN'S ARTISANAL INC,350.0,372691.0,2024-05-22,4628,MANDA THE PODIUM SEBASTIANS ARTISANAL INC MANILA,350.0,,418182,,2024-05-22,MANDA THE PODIUM SEBASTIANS ARTISANAL INC MANILA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,350.0,350.0,4628,,PHP,
1,Reference No,4627,NANYANG,700.0,372687.0,2024-05-22,4627,THE PODIUM NANYANG MANILA,700.0,302547,418181,,2024-05-22,THE PODIUM NANYANG MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372687,,,302547.0,,,700.0,700.0,4627,,PHP,
1,Reference No,4654,PLCO 07,450.0,371619.0,2024-05-22,4654,PLCO 07,450.0,317753,418195,,2024-05-22,PLCO 07,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371619,,,317753.0,,,450.0,450.0,4654,,PHP,
1,Reference No,4653,PRIMIRA AQUA ALKALINE PWRS,450.0,371613.0,2024-05-22,4653,PRIMER AGUA ALKALINE PWRS,450.0,301206,418194,,2024-05-22,PRIMER AGUA ALKALINE PWRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371613,,,301206.0,,,450.0,450.0,4653,,PHP,
1,Reference No,4652,WATER MARKET EAST CAPITOL,500.0,371611.0,2024-05-22,4652,WATER MARKET EAST CAPITOL,500.0,301204,418193,,2024-05-22,WATER MARKET EAST CAPITOL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371611,,,301204.0,,,500.0,500.0,4652,,PHP,
1,Reference No,4657,ADB WRS,500.0,371623.0,2024-05-22,4657,ADB WRS,500.0,317754,418197,,2024-05-22,ADB WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371623,,,317754.0,,,450.0,500.0,4657,,PHP,
1,Reference No,4655,CRYSTAL BLESSING ESCRIVA BRANCH,450.0,371622.0,2024-05-22,4655,CRYSTAL BLESSED ESCRIVA,450.0,301213,418196,,2024-05-22,CRYSTAL BLESSED ESCRIVA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371622,,,301213.0,,,450.0,450.0,4655,,PHP,
1,Reference No,4662,SEA WRS,500.0,371718.0,2024-05-24,4662,SEA WRS,500.0,317785,418201,,2024-05-24,SEA WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371718,,,317785.0,,,450.0,500.0,4662,,PHP,
1,Reference No,4660,AEBV WS,450.0,371636.0,2024-05-22,4660,AEDY WATER STATION,450.0,301222,418200,,2024-05-22,AEDY WATER STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371636,,,301222.0,,,450.0,450.0,4660,,PHP,
1,Reference No,4659,TRICITY MEDICAL CENTER,500.0,371634.0,2024-05-22,4659,TRICITY MEDICAL CENTER,500.0,317758,418199,,2024-05-22,TRICITY MEDICAL CENTER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371634,,,317758.0,,,500.0,500.0,4659,,PHP,
1,Reference No,4658,TRICITY WS,500.0,371635.0,2024-05-22,4658,TRICITY WS,500.0,301221,418198,,2024-05-22,TRICITY WS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371635,,,301221.0,,,500.0,500.0,4658,,PHP,
1,Reference No,4667,PURECRYST RS,500.0,371699.0,2024-05-24,4667,PURECRYST RS,500.0,317778,418205,,2024-05-24,PURECRYST RS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371699,,,317778.0,,,450.0,500.0,4667,,PHP,
1,Reference No,4666,RALPHMAE WRS,450.0,371701.0,2024-05-24,4666,RALPHMAE WRS,450.0,317780,418204,,2024-05-24,RALPHMAE WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371701,,,317780.0,,,450.0,450.0,4666,,PHP,
1,Reference No,4664,PALMDALE HEIGHTS CONDOMINIUM CORP.,400.0,371709.0,2024-05-24,4664,PALMDALE HEIGHTS CONDOMINIUM,400.0,301263,418203,,2024-05-24,PALMDALE HEIGHTS CONDOMINIUM,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371709,,,301263.0,,,400.0,400.0,4664,,PHP,
1,Reference No,4663,SALIGAV PWRS,450.0,371704.0,2024-05-24,4663,SALIGAV PWRS,450.0,317782,418202,,2024-05-24,SALIGAV PWRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371704,,,317782.0,,,450.0,450.0,4663,,PHP,
1,Reference No,4668,JRR WRS,450.0,371702.0,2024-05-24,4668,JRR WRS,450.0,317781,418206,,2024-05-24,JRR WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371702,,,317781.0,,,450.0,450.0,4668,,PHP,
1,Reference No,4673,TABAYAG WRS,500.0,371700.0,2024-05-24,4673,TABAYAG WRS,500.0,317779,418210,,2024-05-24,TABAYAG WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371700,,,317779.0,,,450.0,500.0,4673,,PHP,
1,Reference No,4672,RHEALUKE WRS,500.0,371693.0,2024-05-24,4672,RHEALUKE WRS,500.0,317774,418209,,2024-05-24,RHEALUKE WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371693,,,317774.0,,,450.0,500.0,4672,,PHP,
1,Reference No,4671,BUCAG WRS,400.0,372942.0,2024-05-24,4671,BUCAG WRS,400.0,316243,418208,,2024-05-24,BUCAG WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372942,,,316243.0,,,400.0,400.0,4671,,PHP,
1,Reference No,4669,MBF WRS,500.0,371692.0,2024-05-24,4669,MBF WRS,500.0,317773,418207,,2024-05-24,MBF WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371692,,,317773.0,,,450.0,500.0,4669,,PHP,
1,Reference No,4678,HIGH PH,350.0,371687.0,2024-05-24,4678,HIGH PH,350.0,301255,418214,,2024-05-24,HIGH PH,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371687,,,301255.0,,,350.0,350.0,4678,,PHP,
1,Reference No,4676,PURE FLOW WS,450.0,371697.0,2024-05-24,4676,PURE FLOW WS,450.0,317777,418213,,2024-05-24,PURE FLOW WS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371697,,,317777.0,,,450.0,450.0,4676,,PHP,
1,Reference No,4675,JIG KATE WS,450.0,371698.0,2024-05-24,4675,JLG KATE,450.0,301260,418212,,2024-05-24,JLG KATE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371698,,,301260.0,,,450.0,450.0,4675,,PHP,
1,Reference No,4674,RCM MINERAL WATER,500.0,371707.0,2024-05-24,4674,RCM MINERAL WS,500.0,301262,418211,,2024-05-24,RCM MINERAL WS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371707,,,301262.0,,,450.0,500.0,4674,,PHP,
1,Reference No,4692,MCDONALD'S- EDSA BONI,2100.0,372573.0,2024-05-31,4692,MCDONALD'S EDSA BONI,2100.0,301827,418215,,2024-05-31,MCDONALD'S EDSA BONI,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372573,,,301827.0,,,2100.0,2100.0,4692,,PHP,
1,Reference No,4715,MIRIAM'S WRS,350.0,372460.0,2024-05-28,4715,MRIAM'S WRS,350.0,302456,418229,,2024-05-28,MRIAM'S WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372460,,,302456.0,,,350.0,350.0,4715,,PHP,
1,Reference No,4714,SEVEN LAKES,350.0,372525.0,2024-05-28,4714,SEVEN LAKES,350.0,318676,418228,,2024-05-28,SEVEN LAKES,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372525,,,318676.0,,,350.0,350.0,4714,,PHP,
